
Logging session -1 - user OO
drag,gesture h:562 v:314,16:20:51
minimize,double tap,16:20:56
exit,minimized button,16:20:57
rotate,gesture r:28,16:21:02
minimize,blob touch,16:21:04
exit,press and hold,16:21:16
exit,press and hold,16:21:22
minimize,double tap,16:21:41
exit,minimized button,16:21:43
drag,gesture h:33 v:62,16:23:46
drag,gesture h:41 v:51,16:24:18
drag,gesture h:100 v:-35,16:24:19
rotate,gesture r:6,16:24:19
resize,gesture 1.02683,16:24:19
resize,gesture 1.58249,16:24:24
minimize,double tap,16:25:51
exit,minimized button,16:25:52
drag,gesture h:23 v:67,16:27:34
drag,gesture h:29 v:85,16:27:39
resize,gesture 1.46209,16:28:52
exit,press and hold,16:29:05
drag,gesture h:44 v:18,16:29:06
resize,gesture 0.73748,16:29:06
minimize,off edge,16:30:10
drag,gesture h:-226 v:302,16:30:10
drag,gesture h:389 v:70,16:30:15
resize,gesture 1.03577,16:30:15
minimize,double tap,16:30:21
exit,minimized button,16:30:22
drag,gesture h:30 v:156,16:30:44
drag,gesture h:60 v:-181,16:33:36
rotate,gesture r:176,16:33:36
resize,gesture 0.49352,16:33:36
minimize,double tap,16:33:36
exit,minimized button,16:33:36
rotate,gesture r:4,16:33:44
resize,gesture 2.76205,16:33:44
minimize,blob touch,16:33:48
drag,gesture h:99 v:230,16:34:04
rotate,gesture r:44,16:34:04
rotate,gesture r:24,16:34:05
rotate,gesture r:104,16:34:07
resize,gesture 0.68880,16:34:07
drag,gesture h:-2 v:48,16:34:08
rotate,gesture r:6,16:34:08
minimize,blob touch,16:34:13
exit,off corner,16:34:33
minimize,off edge,16:34:33
drag,gesture h:447 v:287,16:34:34
resize,gesture 0.61733,16:34:34
