
Logging session 03 - user ML - 2/6/2012 1:46:21 PM
drag,gesture h:246 v:-87,13:46:21
drag,gesture h:-59 v:38,13:46:49
rotate,gesture r:9,13:46:49
resize,gesture 1.395,13:46:49
rotate,gesture r:10,13:46:51
drag,gesture h:148 v:-26,13:46:52
minimize,double tap,13:47:28
exit,minimized button,13:47:29

Logging session 03 - user ML - 2/6/2012 1:54:10 PM
drag,gesture h:138 v:-50,13:54:10
resize,gesture 1.466,13:54:11
rotate,gesture r:3,13:54:45
minimize,double tap,13:55:37
exit,minimized button,13:55:37
drag,gesture h:63 v:52,13:57:06
rotate,gesture r:20,13:57:06
resize,gesture 0.961,13:57:06
drag,gesture h:189 v:-157,13:57:08
rotate,gesture r:6,13:57:08
drag,gesture h:-21 v:104,13:57:10
resize,gesture 1.646,13:57:10
drag,gesture h:47 v:-102,13:57:12
resize,gesture 0.642,13:57:12
drag,gesture h:-14 v:49,13:57:16
rotate,gesture r:21,13:57:16
resize,gesture 1.384,13:57:16
rotate,gesture r:30,13:57:18
drag,gesture h:95 v:129,13:57:21
rotate,gesture r:3,13:57:22
resize,gesture 0.977,13:57:22
drag,gesture h:-263 v:148,13:57:25
resize,gesture 0.697,13:57:25
drag,gesture h:151 v:-95,13:57:31
resize,gesture 1.043,13:57:31
rotate,gesture r:8,13:57:37
resize,gesture 1.493,13:57:37
resize,gesture 0.856,13:57:40
drag,gesture h:56 v:-101,13:57:45
rotate,gesture r:12,13:57:45
resize,gesture 0.739,13:57:45
drag,gesture h:-24 v:131,13:57:52
rotate,gesture r:4,13:57:52
resize,gesture 0.840,13:57:52
drag,gesture h:-14 v:33,13:57:55
drag,gesture h:63 v:-34,13:58:09
rotate,gesture r:17,13:58:09
resize,gesture 0.857,13:58:12
drag,gesture h:47 v:311,13:58:15
resize,gesture 0.926,13:58:15
minimize,off edge,13:58:15
drag,gesture h:68 v:-154,13:58:22
rotate,gesture r:35,13:58:22
minimize,off edge,13:58:23
minimize,off edge,13:58:23
drag,gesture h:-68 v:270,13:58:23
resize,gesture 1.188,13:58:23
drag,gesture h:46 v:-237,13:58:29
resize,gesture 1.015,13:58:29
drag,gesture h:85 v:-39,13:58:31
rotate,gesture r:10,13:58:31
resize,gesture 1.169,13:58:49
minimize,off edge,13:58:52
minimize,off edge,13:58:52
drag,gesture h:-123 v:371,13:58:52
drag,gesture h:61 v:-540,13:58:58
minimize,off edge,13:59:00
drag,gesture h:33 v:265,13:59:04
rotate,gesture r:8,13:59:04
minimize,off edge,13:59:07
minimize,off edge,13:59:07
rotate,gesture r:18,13:59:07
