
Logging session 10 - user PE - 2/7/2012 2:09:05 PM
40946.5896491667,drag,gesture h:170 v:46,10
40946.5908175579,minimize,double tap,10
40946.5908265741,exit,minimized button,10
40946.5908500231,exit,minimized button,10
40946.5920374537,drag,gesture h:181 v:-50,10
40946.5920374537,resize,gesture 1.260,10
40946.5921114236,drag,gesture h:98 v:29,10
40946.5921114236,resize,gesture 0.889,10
40946.5921887268,drag,gesture h:-12 v:51,10
40946.5921887268,rotate,gesture r:6,10
40946.5921887268,resize,gesture 1.170,10
40946.592442419,drag,gesture h:83 v:-50,10
40946.5924424306,resize,gesture 0.713,10
40946.5925531134,drag,gesture h:52 v:-3,10
40946.5926555903,drag,gesture h:-78 v:45,10
40946.5926555903,rotate,gesture r:10,10
40946.592694838,drag,gesture h:45 v:-7,10
40946.5927932755,minimize,double tap,10
40946.5928983912,exit,minimized button,10
40946.5932076968,minimize,double tap,10
40946.5932392014,exit,minimized button,10
40946.593560706,minimize,double tap,10
40946.5936492477,drag,gesture h:130 v:104,10
40946.5937232407,rotate,gesture r:18,10
40946.5937232407,resize,gesture 1.092,10
40946.5937616782,minimize,double tap,10
40946.5938454282,minimize,double tap,10
40946.5939822106,drag,gesture h:-10 v:31,10
40946.5939822106,rotate,gesture r:6,10
40946.5946067014,rotate,gesture r:24,10
40946.5946067014,resize,gesture 0.879,10
40946.5946292708,drag,gesture h:57 v:-67,10
40946.5946409722,minimize,blob touch,10
40946.5947680787,drag,gesture h:-25 v:42,10
40946.594781331,rotate,gesture r:4,10
40946.5949116667,drag,gesture h:120 v:-3,10
40946.5949116667,rotate,gesture r:9,10
40946.5949116667,resize,gesture 1.060,10
40946.5950537616,rotate,gesture r:7,10
40946.5951612616,drag,gesture h:60 v:81,10
40946.5951612732,resize,gesture 0.607,10
40946.5952550463,minimize,size reduce,10
40946.5952550463,minimize,size reduce,10
40946.5952578935,drag,gesture h:375 v:88,10
40946.5952578935,resize,gesture 0.969,10
40946.5953926157,rotate,gesture r:23,10
40946.5953926157,resize,gesture 1.497,10
40946.5954411227,resize,gesture 0.969,10
40946.5954581829,resize,gesture 1.125,10
40946.5954687847,resize,gesture 1.352,10
40946.5954768171,maximize,size enlarge,10
40946.5954834259,rotate,gesture r:5,10
40946.5954834375,resize,gesture 1.520,10
40946.5954983449,drag,gesture h:53 v:-17,10
40946.5955078241,minimize,off edge,10
40946.595508125,minimize,off edge,10
40946.5955176505,drag,gesture h:608 v:-103,10
40946.5955533333,drag,gesture h:-17 v:97,10
40946.5955533333,rotate,gesture r:23,10
40946.5955533333,resize,gesture 0.491,10
40946.5955838194,drag,gesture h:-164 v:147,10
40946.5955838194,rotate,gesture r:19,10
40946.5956030208,drag,gesture h:-102 v:37,10
40946.5956030208,resize,gesture 0.950,10
40946.5956210185,minimize,size reduce,10
40946.5956210185,minimize,size reduce,10
40946.5956210185,minimize,size reduce,10
40946.5956264583,drag,gesture h:20 v:144,10
40946.5956264583,rotate,gesture r:42,10
40946.5956264583,resize,gesture 0.636,10
40946.5956857407,drag,gesture h:13 v:112,10
40946.5957490393,minimize,size reduce,10
40946.5957490393,drag,gesture h:-82 v:52,10
40946.5957490393,rotate,gesture r:9,10
40946.5957490393,minimize,size reduce,10
40946.5957946528,resize,gesture 1.278,10
40946.5958085301,resize,gesture 1.150,10
40946.5958940857,resize,gesture 1.264,10
40946.5959626157,minimize,size reduce,10
40946.5959626157,drag,gesture h:-69 v:140,10
40946.5959626157,resize,gesture 0.537,10
40946.5959626157,minimize,size reduce,10
40946.5960642361,rotate,gesture r:12,10
40946.5960642361,resize,gesture 1.465,10
40946.5961430093,resize,gesture 0.961,10
40946.5961618981,minimize,double tap,10
40946.596210081,drag,gesture h:67 v:-262,10
40946.596222963,minimize,double tap,10
40946.5962691898,minimize,size reduce,10
40946.5962692014,drag,gesture h:37 v:-44,10
40946.5962692014,resize,gesture 0.710,10
40946.5962692014,minimize,size reduce,10
40946.5963232639,rotate,gesture r:11,10
40946.5963232639,resize,gesture 1.571,10
40946.5963525463,minimize,blob touch,10
40946.5964029977,minimize,blob touch,10
40946.5964064352,exit,minimized button,10
40946.5964563194,minimize,blob touch,10
40946.5965021875,drag,gesture h:47 v:-168,10
40946.5965021875,rotate,gesture r:10,10
40946.5965382176,minimize,off edge,10
40946.5965382292,minimize,off edge,10
40946.5965386921,minimize,off edge,10
40946.5965496296,drag,gesture h:-71 v:529,10
40946.5965838889,minimize,off edge,10
40946.5965841667,minimize,off edge,10
40946.5965843056,minimize,off edge,10
40946.5966336227,drag,gesture h:-408 v:274,10
40946.5966336227,rotate,gesture r:72,10
40946.5966447338,minimize,off edge,10
40946.5966449074,minimize,off edge,10
40946.5966452083,minimize,off edge,10
40946.5966868287,drag,gesture h:233 v:-6,10
40946.5967267014,minimize,off edge,10
40946.596726713,minimize,off edge,10
40946.5967268866,minimize,off edge,10
40946.5967353704,drag,gesture h:-329 v:114,10
40946.5967353704,rotate,gesture r:21,10
40946.5967579861,drag,gesture h:183 v:-74,10
40946.5967579861,rotate,gesture r:9,10
40946.5967830093,minimize,off edge,10
40946.5967830208,minimize,off edge,10
40946.5967832176,minimize,off edge,10
40946.5967932407,drag,gesture h:9 v:542,10
40946.5968281713,drag,gesture h:179 v:-255,10
40946.5968736458,drag,gesture h:81 v:-20,10
40946.5968736458,resize,gesture 0.944,10
40946.5969109491,rotate,gesture r:22,10
40946.5969109491,resize,gesture 1.345,10
40946.596949375,maximize,size enlarge,10
40946.5969495023,rotate,maximized,10
40946.5969496759,rotate,maximized,10
40946.5969498495,rotate,maximized,10
40946.5969500232,rotate,maximized,10
40946.5969501968,rotate,maximized,10
40946.5969504745,rotate,maximized,10
40946.5969506366,rotate,maximized,10
40946.5969510995,rotate,maximized,10
40946.5969513194,rotate,maximized,10
40946.5969516435,rotate,maximized,10
40946.5969520949,rotate,maximized,10
40946.5969532755,rotate,maximized,10
40946.5969534491,drag,gesture h:20 v:46,10
40946.5969534491,resize,gesture 2.223,10
40946.597036088,rotate,maximized,10
40946.5971457986,resize,gesture 1.695,10
40946.5971581829,drag,gesture h:-6 v:52,10
40946.5971886343,resize,gesture 0.872,10
40946.5972033449,drag,gesture h:45 v:-70,10
40946.5972033449,resize,gesture 1.549,10
40946.597216794,drag,gesture h:36 v:15,10
40946.5972530208,maximize,size enlarge,10
40946.5972531829,rotate,maximized,10
40946.5972535185,rotate,maximized,10
40946.5972538426,rotate,maximized,10
40946.5972538889,rotate,maximized,10
40946.5972540625,rotate,maximized,10
40946.5972542361,rotate,maximized,10
40946.5972545139,rotate,maximized,10
40946.5972546759,rotate,maximized,10
40946.5972549884,rotate,maximized,10
40946.5972553819,rotate,maximized,10
40946.5972558681,rotate,maximized,10
40946.5972561111,rotate,maximized,10
40946.5972562847,rotate,maximized,10
40946.5972565972,rotate,maximized,10
40946.5972567708,rotate,maximized,10
40946.5972569329,rotate,maximized,10
40946.5972573148,rotate,maximized,10
40946.5972577662,rotate,maximized,10
40946.5972581481,drag,gesture h:-30 v:54,10
40946.5972581481,resize,gesture 1.161,10
40946.5973496065,rotate,maximized,10
40946.5973594676,rotate,maximized,10
40946.5974757986,rotate,maximized,10
40946.5974911921,rotate,maximized,10
40946.597526412,rotate,gesture r:6,10
40946.597526412,resize,gesture 0.951,10
40946.5975522917,resize,gesture 0.525,10
40946.598445625,minimize,double tap,10
40946.5985171875,drag,gesture h:60 v:-80,10
40946.5986821181,minimize,double tap,10
40946.5987308218,exit,minimized button,10
40946.5988701157,resize,gesture 0.776,10
40946.5988946991,exit,off corner,10
40946.5988946991,minimize,off edge,10
40946.5988946991,exit,off corner,10
40946.5988946991,minimize,off edge,10
40946.5988946991,exit,off corner,10
40946.5988946991,minimize,off edge,10
40946.5989077662,rotate,gesture r:5,10
40946.5989077662,resize,gesture 0.950,10
40946.599011875,minimize,off edge,10
40946.5990120602,minimize,off edge,10
40946.5990122338,minimize,off edge,10
40946.5990191435,drag,gesture h:-337 v:43,10
40946.5990191435,rotate,gesture r:127,10
40946.5990191435,resize,gesture 0.951,10
40946.5990746875,drag,gesture h:-68 v:296,10
40946.5990746875,resize,gesture 0.935,10
40946.5991076157,drag,gesture h:127 v:-79,10
40946.5992125579,drag,gesture h:-54 v:71,10
40946.5992125579,rotate,gesture r:3,10
40946.5992294329,minimize,off edge,10
40946.5992294329,minimize,off edge,10
40946.5992295949,minimize,off edge,10
40946.5992401736,drag,gesture h:-191 v:73,10
40946.5992401736,rotate,gesture r:24,10
40946.5993023843,minimize,off edge,10
40946.5993023958,minimize,off edge,10
