
Logging session 01 - user MG - 2/6/2012 10:01:57 AM
rotate,gesture r:26,10:13:57
minimize,blob touch,10:13:58
rotate,gesture r:8,10:14:02
minimize,size reduce,10:14:07
resize,gesture 0.455,10:14:07
minimize,size reduce,10:14:07
resize,gesture 2.168,10:14:12
drag,gesture h:31 v:41,10:14:13
rotate,gesture r:5,10:14:13
resize,gesture 0.481,10:14:13
minimize,size reduce,10:14:14
resize,gesture 0.957,10:14:14
minimize,size reduce,10:14:14
exit,minimized button,10:14:15
resize,gesture 1.777,10:14:20
drag,gesture h:8 v:58,10:14:21
rotate,gesture r:9,10:14:21
minimize,size reduce,10:14:26
resize,gesture 0.562,10:14:26
minimize,size reduce,10:14:26
drag,gesture h:39 v:112,10:14:30
resize,gesture 1.878,10:14:30
drag,gesture h:43 v:15,10:14:47
resize,gesture 1.819,10:14:47
maximize,size enlarge,10:14:47
drag,gesture h:85 v:2,10:14:49
rotate,gesture r:8,10:14:49
resize,gesture 1.075,10:14:49
rotate,maximized,10:14:50
resize,gesture 0.595,10:14:53
resize,gesture 0.761,10:14:55
maximize,size enlarge,10:14:57
rotate,gesture r:4,10:14:57
resize,gesture 2,10:14:57
rotate,maximized,10:15:09
rotate,maximized,10:15:17
drag,gesture h:19 v:78,10:15:23
resize,gesture 0.379,10:15:23
resize,gesture 1.867,10:15:25
resize,gesture 0.705,10:15:26
minimize,double tap,10:15:44
exit,minimized button,10:15:44
exit,minimized button,10:15:48
drag,gesture h:-26 v:70,10:16:03
minimize,size reduce,10:16:09
drag,gesture h:21 v:64,10:16:09
resize,gesture 0.6,10:16:09
minimize,size reduce,10:16:09
rotate,gesture r:9,10:16:20
drag,gesture h:42 v:85,10:16:24
rotate,gesture r:81,10:16:24
drag,gesture h:380 v:132,10:16:26
rotate,gesture r:36,10:16:26
resize,gesture 0.662,10:16:26
minimize,size reduce,10:16:28
minimize,size reduce,10:16:28
minimize,size reduce,10:16:28
drag,gesture h:170 v:117,10:16:28
resize,gesture 1.509,10:16:28
drag,gesture h:-111 v:33,10:16:35
minimize,off edge,10:16:38
drag,gesture h:267 v:35,10:16:38
resize,gesture 0.800,10:16:38
minimize,off edge,10:16:38
exit,off corner,10:16:44
minimize,off edge,10:16:44
exit,off corner,10:16:44
minimize,off edge,10:16:44
exit,off corner,10:16:44
minimize,off edge,10:16:44
drag,gesture h:245 v:209,10:16:45
rotate,gesture r:12,10:16:45
resize,gesture 0.805,10:16:45
rotate,gesture r:13,10:16:51
drag,gesture h:197 v:317,10:16:54
rotate,gesture r:4,10:16:54
resize,gesture 1.698,10:16:54
exit,off corner,10:16:55
minimize,off edge,10:16:55
exit,off corner,10:16:55
minimize,off edge,10:16:55
exit,off corner,10:16:56
minimize,off edge,10:16:56
drag,gesture h:85 v:23,10:16:56
resize,gesture 0.954,10:16:56
drag,gesture h:313 v:284,10:17:11
rotate,gesture r:17,10:17:11
resize,gesture 0.660,10:17:11
minimize,off edge,10:17:11
minimize,size reduce,10:17:17
drag,gesture h:117 v:114,10:17:17
rotate,gesture r:10,10:17:17
resize,gesture 1.446,10:17:17
minimize,size reduce,10:17:17
drag,gesture h:54 v:67,10:17:22
rotate,gesture r:5,10:17:22
resize,gesture 0.932,10:17:22
resize,gesture 0.937,10:17:24
exit,off corner,10:17:26
minimize,off edge,10:17:26
drag,gesture h:103 v:88,10:17:26
resize,gesture 1.008,10:17:26
exit,off corner,10:17:26
minimize,off edge,10:17:26
drag,gesture h:72 v:-138,10:17:33
drag,gesture h:-467 v:304,10:17:34
resize,gesture 0.861,10:17:34
minimize,off edge,10:17:36
minimize,off edge,10:17:36
minimize,off edge,10:17:36
drag,gesture h:77 v:25,10:17:40
rotate,gesture r:8,10:17:40
drag,gesture h:192 v:45,10:17:45
rotate,gesture r:13,10:17:45
drag,gesture h:19 v:112,10:17:48
resize,gesture 1.749,10:17:48
minimize,off edge,10:17:50
minimize,off edge,10:17:50
minimize,off edge,10:17:50
drag,gesture h:-15 v:147,10:17:55
rotate,gesture r:58,10:17:55
minimize,off edge,10:17:57
minimize,off edge,10:17:57
minimize,off edge,10:17:57
resize,gesture 1.245,10:17:57
drag,gesture h:29 v:348,10:18:00
rotate,gesture r:68,10:18:00
exit,press and hold,10:18:15
exit,press and hold,10:18:22
exit,press and hold,10:18:34
drag,gesture h:134 v:84,10:20:19
drag,gesture h:54 v:-33,10:21:08
drag,gesture h:106 v:-89,10:21:15
resize,gesture 2.052,10:21:15
rotate,gesture r:9,10:22:00
exit,press and hold,10:22:10

Logging session 01 - user MG - 2/6/2012 10:25:02 AM
resize,gesture 1.675,10:25:02
minimize,double tap,10:27:37
exit,minimized button,10:27:37
resize,gesture 1.076,10:28:23
resize,gesture 1.070,10:28:32
minimize,double tap,10:28:47
rotate,gesture r:81,10:29:17
resize,gesture 0.518,10:29:17
exit,press and hold,10:29:21
