
Logging session 09 - user SO - 2/7/2012 1:11:46 PM
40946.5498446181,drag,gesture h:36 v:-40,09
40946.5505478472,minimize,double tap,09
40946.5506146644,exit,minimized button,09

Logging session 09 - user SO - 2/7/2012 1:28:33 PM
40946.561493206,drag,gesture h:109 v:-51,09
40946.561493206,resize,gesture 0.952,09
40946.5615348843,minimize,size reduce,09
40946.5615348958,minimize,size reduce,09
40946.5615368866,drag,gesture h:114 v:98,09
40946.5615368866,rotate,gesture r:21,09
40946.5615368866,resize,gesture 0.630,09
40946.561595625,resize,gesture 0.688,09
40946.5616203472,minimize,size reduce,09
40946.5616203472,minimize,size reduce,09
40946.5616203472,minimize,size reduce,09
40946.5616225579,resize,gesture 1.452,09
40946.5616636458,rotate,gesture r:14,09
40946.5616916898,resize,gesture 1.840,09
40946.5617261227,rotate,gesture r:7,09
40946.5617802315,drag,gesture h:101 v:93,09
40946.5617802315,resize,gesture 0.601,09
40946.5617881829,resize,gesture 0.791,09
40946.5617983565,minimize,size reduce,09
40946.5617983681,minimize,size reduce,09
40946.5617983681,minimize,size reduce,09
40946.561800162,resize,gesture 1.140,09
40946.5618980093,exit,minimized button,09
40946.56198125,drag,gesture h:332 v:-94,09
40946.56198125,rotate,gesture r:5,09
40946.56198125,resize,gesture 1.745,09
40946.5622620139,minimize,size reduce,09
40946.5622620255,drag,gesture h:-388 v:55,09
40946.5622620255,resize,gesture 0.572,09
40946.5622620255,minimize,size reduce,09
40946.5623669213,minimize,size reduce,09
40946.5623669213,minimize,size reduce,09
40946.5623669213,minimize,size reduce,09
40946.5623690741,drag,gesture h:67 v:81,09
40946.5623690741,rotate,gesture r:4,09
40946.5624031944,minimize,size reduce,09
40946.562403206,drag,gesture h:10 v:62,09
40946.562403206,minimize,size reduce,09
40946.5624434491,drag,gesture h:97 v:-189,09
40946.5624434491,rotate,gesture r:28,09
40946.5624434491,resize,gesture 2.080,09
40946.5624504514,resize,gesture 0.773,09
40946.5624637037,drag,gesture h:30 v:-53,09
40946.5624637037,resize,gesture 0.860,09
40946.5624765972,drag,gesture h:-147 v:139,09
