
Logging session 08 - user KZ - 2/7/2012 11:31:43 AM
40946.4803595139,drag,gesture h:208 v:46,08
40946.4809014236,minimize,double tap,08
40946.4809128588,exit,minimized button,08
40946.4817745602,drag,gesture h:80 v:-135,08
40946.4817745602,rotate,gesture r:3,08
40946.4817990856,minimize,off edge,08
40946.4818003009,drag,gesture h:79 v:399,08
40946.4818003009,rotate,gesture r:107,08
40946.4819138194,drag,gesture h:62 v:-321,08
40946.4819203472,minimize,off edge,08
40946.4819203472,minimize,off edge,08
40946.4819746181,resize,gesture 0.995,08
40946.4819746181,minimize,double tap,08
40946.4820279282,resize,gesture 0.859,08
40946.4820448264,resize,gesture 0.533,08
40946.4820563194,minimize,size reduce,08
40946.482056331,resize,gesture 1.314,08
40946.482056331,minimize,size reduce,08
40946.4820964236,minimize,off edge,08
40946.4820965278,minimize,off edge,08
40946.4821054398,drag,gesture h:-123 v:414,08
40946.4821629514,resize,gesture 2.994,08
40946.4821891204,drag,gesture h:196 v:39,08
40946.4821891204,resize,gesture 0.822,08
40946.4822207176,minimize,double tap,08
40946.4822234144,exit,minimized button,08
40946.4822981597,minimize,double tap,08
40946.4823008565,exit,minimized button,08
40946.4824011574,drag,gesture h:15 v:82,08
40946.4824123611,rotate,gesture r:6,08
40946.4824435532,drag,gesture h:118 v:99,08
40946.4824647222,drag,gesture h:-17 v:234,08
40946.4824925232,drag,gesture h:239 v:76,08
40946.4824925232,rotate,gesture r:65,08
40946.4824925232,resize,gesture 0.884,08
40946.4825049537,minimize,size reduce,08
40946.4825049537,minimize,size reduce,08
40946.4825049537,minimize,size reduce,08
40946.4825069213,resize,gesture 0.458,08
40946.4826122917,drag,gesture h:-62 v:91,08
40946.4826122917,rotate,gesture r:139,08
40946.4826122917,resize,gesture 1.188,08
40946.4826401736,resize,gesture 0.542,08
40946.4826576736,minimize,size reduce,08
40946.4826576736,resize,gesture 1.552,08
40946.4826576736,minimize,size reduce,08
40946.4827119676,exit,minimized button,08
40946.4829189583,drag,gesture h:191 v:-26,08
40946.4829295486,rotate,gesture r:4,08
40946.4831170949,drag,gesture h:232 v:193,08
40946.4831311343,drag,gesture h:61 v:-139,08
40946.4831311343,rotate,gesture r:16,08
40946.4831491088,rotate,gesture r:20,08
40946.4833696412,rotate,gesture r:9,08
40946.483406875,drag,gesture h:-14 v:46,08
40946.48353875,drag,gesture h:-340 v:45,08
40946.48353875,rotate,gesture r:42,08
40946.4835553704,drag,gesture h:-118 v:51,08
40946.483563588,minimize,double tap,08
40946.4835905324,drag,gesture h:315 v:138,08
40946.4836038079,rotate,gesture r:30,08
40946.4836385417,drag,gesture h:-124 v:260,08
40946.4836385417,rotate,gesture r:13,08
40946.4837077315,drag,gesture h:-24 v:110,08
40946.4837077315,resize,gesture 0.411,08
40946.483742037,rotate,gesture r:94,08
40946.4837665856,drag,gesture h:-299 v:533,08
40946.4837665856,rotate,gesture r:125,08
40946.4837750694,minimize,off edge,08
40946.483784456,drag,gesture h:497 v:196,08
40946.483784456,rotate,gesture r:60,08
40946.4838249421,rotate,gesture r:70,08
40946.4838387269,drag,gesture h:37 v:8,08
40946.4838387269,rotate,gesture r:16,08
40946.4838387269,resize,gesture 0.905,08
40946.4838902778,drag,gesture h:123 v:-161,08
40946.4839054282,minimize,off edge,08
40946.483907419,drag,gesture h:64 v:-255,08
40946.4839148495,minimize,off edge,08
40946.4839227778,drag,gesture h:111 v:-500,08
40946.4839251389,exit,minimized button,08
40946.4839534838,exit,minimized button,08
40946.4839750463,exit,minimized button,08
40946.4845889931,drag,gesture h:79 v:14,08
40946.484785787,drag,gesture h:-432 v:435,08
40946.4847984143,drag,gesture h:155 v:-148,08
40946.4848036458,drag,gesture h:90 v:-55,08
40946.4848247801,drag,gesture h:37 v:-35,08
40946.4848247801,resize,gesture 1.107,08
40946.4849605324,drag,gesture h:114 v:-49,08
40946.4849605324,resize,gesture 0.815,08
40946.4850904745,drag,gesture h:30 v:-114,08
40946.4851726157,drag,gesture h:94 v:419,08
40946.4851726157,resize,gesture 0.829,08
40946.4852034606,rotate,gesture r:125,08
40946.4852034606,resize,gesture 1.067,08
40946.4852228704,rotate,gesture r:44,08
40946.4852228704,resize,gesture 0.870,08
40946.4852632407,drag,gesture h:25 v:40,08
40946.485378287,rotate,gesture r:20,08
40946.485378287,resize,gesture 2.198,08
40946.4853950463,resize,gesture 0.355,08
40946.4854465046,drag,gesture h:-39 v:43,08
40946.4854465046,resize,gesture 1.464,08
40946.485544375,minimize,double tap,08
40946.4855750463,drag,gesture h:35 v:106,08
40946.4855750463,rotate,gesture r:6,08
40946.4855884722,resize,gesture 0.986,08
40946.4856112963,drag,gesture h:-7 v:35,08
40946.4856112963,resize,gesture 0.742,08
40946.4856192014,drag,gesture h:49 v:-14,08
40946.4856320023,drag,gesture h:70 v:-15,08
40946.4856320023,resize,gesture 0.706,08
40946.4856388657,minimize,size reduce,08
40946.4856388657,resize,gesture 1.455,08
40946.4856388657,minimize,size reduce,08
40946.4856784028,rotate,gesture r:40,08
40946.4857033565,drag,gesture h:-2 v:126,08
40946.4857233449,minimize,off edge,08
40946.4857235764,minimize,off edge,08
40946.4857336343,rotate,gesture r:110,08
40946.4857664005,drag,gesture h:369 v:-61,08
40946.4858026505,minimize,blob touch,08
40946.4858597338,minimize,blob touch,08
40946.485906794,minimize,blob touch,08
40946.4861354977,maximize,size enlarge,08
40946.4861354977,rotate,maximized,08
40946.4861359954,rotate,maximized,08
40946.486136088,rotate,maximized,08
40946.486136331,rotate,maximized,08
40946.4861365162,resize,gesture 4.435,08
40946.4861721875,rotate,maximized,08
40946.4862041319,rotate,maximized,08
40946.4862597454,rotate,maximized,08
40946.4862605324,rotate,maximized,08
40946.4862606597,rotate,maximized,08
40946.4862609954,rotate,maximized,08
40946.4862612384,rotate,maximized,08
40946.4862615741,rotate,maximized,08
40946.4862617593,rotate,maximized,08
40946.4862619676,rotate,maximized,08
40946.4862620949,rotate,maximized,08
40946.4862623264,rotate,maximized,08
40946.4862624653,rotate,maximized,08
40946.4862626968,rotate,maximized,08
40946.4862630324,rotate,maximized,08
40946.4862633681,rotate,maximized,08
40946.4862635417,rotate,maximized,08
40946.48626375,rotate,maximized,08
40946.4862640278,rotate,maximized,08
40946.4862640741,rotate,maximized,08
40946.4862645023,rotate,maximized,08
40946.4862648495,rotate,maximized,08
40946.4862649884,rotate,maximized,08
40946.4862651852,rotate,maximized,08
40946.4862653472,rotate,maximized,08
40946.4862663079,rotate,maximized,08
40946.4862664468,rotate,maximized,08
40946.4862666782,rotate,maximized,08
40946.4862670139,rotate,maximized,08
40946.4862671759,rotate,maximized,08
40946.486267338,rotate,maximized,08
40946.4862675116,rotate,maximized,08
40946.4862677315,rotate,maximized,08
40946.4862678704,rotate,maximized,08
40946.4862680903,rotate,maximized,08
40946.4862682292,rotate,maximized,08
40946.4862684606,rotate,maximized,08
40946.4862685995,rotate,maximized,08
40946.4862688889,rotate,maximized,08
40946.4862695833,rotate,maximized,08
40946.4862696759,rotate,maximized,08
40946.4862699074,rotate,maximized,08
40946.4862700463,rotate,maximized,08
40946.4862702778,rotate,maximized,08
40946.4862704167,rotate,maximized,08
40946.4862706482,rotate,maximized,08
40946.486271088,rotate,maximized,08
40946.4862713079,rotate,maximized,08
40946.486271713,rotate,maximized,08
40946.4862718518,rotate,maximized,08
40946.4862720486,rotate,maximized,08
40946.4862727431,rotate,maximized,08
40946.4862729514,rotate,maximized,08
40946.486273125,rotate,maximized,08
40946.4862732986,rotate,maximized,08
40946.4862734722,rotate,maximized,08
40946.4862736458,rotate,maximized,08
40946.4862739583,rotate,maximized,08
40946.4862740278,rotate,maximized,08
40946.4862743982,rotate,maximized,08
40946.4862746181,rotate,maximized,08
40946.4862750579,rotate,maximized,08
40946.4862753357,rotate,maximized,08
40946.4862756366,rotate,maximized,08
40946.4862758102,rotate,maximized,08
40946.4862760417,rotate,maximized,08
40946.4862761806,rotate,maximized,08
40946.4862763889,rotate,maximized,08
40946.4862765625,rotate,maximized,08
40946.4862767708,rotate,maximized,08
40946.4862771065,rotate,maximized,08
40946.4862772685,rotate,maximized,08
40946.4862775,rotate,maximized,08
40946.4862776389,rotate,maximized,08
40946.4862778704,rotate,maximized,08
40946.4862780208,rotate,maximized,08
40946.4862782407,rotate,maximized,08
40946.4862783565,rotate,maximized,08
40946.4862785301,rotate,maximized,08
40946.4862789005,rotate,maximized,08
40946.4862836458,rotate,maximized,08
40946.4862839005,rotate,maximized,08
40946.486309294,rotate,maximized,08
40946.4863457523,drag,gesture h:68 v:1,08
40946.4863457523,rotate,gesture r:12,08
40946.4863540856,resize,gesture 1.886,08
40946.4863623611,maximize,size enlarge,08
40946.4863624884,rotate,maximized,08
40946.4863626736,rotate,maximized,08
40946.4863628472,rotate,maximized,08
40946.4863630208,rotate,maximized,08
40946.4863631944,rotate,maximized,08
40946.4863635185,rotate,maximized,08
40946.4863635648,rotate,maximized,08
40946.4863638657,drag,gesture h:105 v:28,08
40946.4863638657,resize,gesture 1.411,08
40946.4863964699,rotate,maximized,08
40946.4864449421,drag,gesture h:-0 v:32,08
40946.4864623032,resize,gesture 0.5,08
40946.486655625,minimize,double tap,08
40946.4867121991,drag,gesture h:43 v:195,08
40946.4867121991,rotate,gesture r:5,08
40946.4867603819,minimize,double tap,08
40946.4867626042,resize,gesture 0.718,08
40946.4868296296,exit,off corner,08
40946.4868296296,minimize,off edge,08
40946.4868296412,exit,off corner,08
40946.4868296412,minimize,off edge,08
40946.4868296412,exit,off corner,08
40946.4868296412,minimize,off edge,08
40946.4868328588,resize,gesture 1.393,08
40946.4869440625,drag,gesture h:436 v:88,08
40946.4869440625,rotate,gesture r:109,08
40946.4869619329,resize,gesture 1.083,08
40946.4869832639,exit,off corner,08
40946.4869832639,minimize,off edge,08
40946.4869834722,exit,off corner,08
40946.4869834722,minimize,off edge,08
